Gene	Tissue	Gene name	Cluster	Cell type	Read count	pTPM
9606.ENSP00000243077	lung	LRP1	c-8	respiratory ciliated cells	474551.0	8.4
9606.ENSP00000243077	lung	LRP1	c-15	ionocytes	378503.0	7.9
9606.ENSP00000243077	lung	LRP1	c-3	t-cells	540980.0	7.4
9606.ENSP00000243077	placenta	LRP1	c-3	fibroblasts	12067088.0	131.3
9606.ENSP00000243077	placenta	LRP1	c-2	cytotrophoblasts	22258373.0	129.7
9606.ENSP00000243077	placenta	LRP1	c-9	hofbauer cells	14611761.0	94.3
9606.ENSP00000243077	placenta	LRP1	c-10	syncytiotrophoblasts	12568358.0	92.0
9606.ENSP00000243077	placenta	LRP1	c-12	extravillous trophoblasts	24674055.0	37.7
9606.ENSP00000243077	placenta	LRP1	c-17	endothelial cells	1521168.0	5.9
9606.ENSP00000243077	urogenital system					
9606.ENSP00000243253	brain	SEC61A1	c-43	microglial cells	390440.0	71.7
9606.ENSP00000243253	brain	SEC61A1	c-35	astrocytes	1538564.0	37.0
9606.ENSP00000243253	brain	SEC61A1	c-28	inhibitory neurons	13256287.0	30.9
9606.ENSP00000243253	brain	SEC61A1	c-42	oligodendrocyte precursor cells	1265946.0	30.0
9606.ENSP00000243253	brain	SEC61A1	c-12	oligodendrocytes	8026745.0	24.9
9606.ENSP00000243253	brain	SEC61A1	c-36	excitatory neurons	11162764.0	24.5
9606.ENSP00000243253	eye	SEC61A1	c-11	cone photoreceptor cells	181322.0	93.8
9606.ENSP00000243253	eye	SEC61A1	c-13	endothelial cells	747331.0	74.9
9606.ENSP00000243253	eye	SEC61A1	c-12	horizontal cells	223503.0	71.6
9606.ENSP00000243253	eye	SEC61A1	c-10	bipolar cells	484698.0	64.0
9606.ENSP00000243253	eye	SEC61A1	c-6	muller glia cells	4230094.0	45.6
9606.ENSP00000243253	eye	SEC61A1	c-3	rod photoreceptor cells	2023533.0	39.5
9606.ENSP00000243253	gastrointestinal tract					
9606.ENSP00000243253	intestine	SEC61A1	c-8	undifferentiated cells	927497.0	318.1
9606.ENSP00000243253	intestine	SEC61A1	c-5	distal enterocytes	995778.0	287.2
9606.ENSP00000243253	intestine	SEC61A1	c-1	intestinal goblet cells	1438754.0	273.2
9606.ENSP00000243253	intestine	SEC61A1	c-14	enteroendocrine cells	157206.0	146.3
9606.ENSP00000243253	intestine	SEC61A1	c-9	intestinal goblet cells	2031351.0	90.1
9606.ENSP00000243253	intestine	SEC61A1	c-6	proximal enterocytes	2251272.0	83.1
9606.ENSP00000243253	intestine	SEC61A1	c-11	enteroendocrine cells	348970.0	77.4
9606.ENSP00000243253	intestine	SEC61A1	c-10	intestinal goblet cells	1688187.0	75.8
9606.ENSP00000243253	intestine	SEC61A1	c-3	t-cells	1281402.0	74.1
9606.ENSP00000243253	intestine	SEC61A1	c-3	undifferentiated cells	5928643.0	66.3
9606.ENSP00000243253	intestine	SEC61A1	c-11	paneth cells	342270.0	61.4
9606.ENSP00000243253	intestine	SEC61A1	c-15	granulocytes	49461.0	60.7
9606.ENSP00000243253	intestine	SEC61A1	c-3	undifferentiated cells	13088246.0	60.4
9606.ENSP00000243253	intestine	SEC61A1	c-9	distal enterocytes	3572261.0	55.1
9606.ENSP00000243253	intestine	SEC61A1	c-2	paneth cells	5929594.0	47.4
9606.ENSP00000243253	intestine	SEC61A1	c-12	b-cells	370114.0	43.2
9606.ENSP00000243253	intestine	SEC61A1	c-11	paneth cells	329372.0	18.2
9606.ENSP00000243253	kidney	SEC61A1	c-12	collecting duct cells	369870.0	73.0
9606.ENSP00000243253	kidney	SEC61A1	c-8	proximal tubular cells	1883274.0	38.2
9606.ENSP00000243253	kidney	SEC61A1	c-7	t-cells	1734364.0	22.5
9606.ENSP00000243253	kidney	SEC61A1	c-13	b-cells	240783.0	20.8
9606.ENSP00000243253	kidney	SEC61A1	c-9	macrophages	1789589.0	20.7
9606.ENSP00000243253	kidney	SEC61A1	c-11	distal tubular cells	549908.0	3.6
9606.ENSP00000243253	lung	SEC61A1	c-12	basal respiratory cells	2187154.0	72.2
9606.ENSP00000243253	lung	SEC61A1	c-10	respiratory ciliated cells	3091119.0	67.9
9606.ENSP00000243253	lung	SEC61A1	c-6	alveolar cells type 2	288663.0	65.8
9606.ENSP00000243253	lung	SEC61A1	c-2	club cells	14107300.0	65.1
9606.ENSP00000243253	lung	SEC61A1	c-5	fibroblasts	738761.0	55.5
9606.ENSP00000243253	lung	SEC61A1	c-10	alveolar cells type 1	181256.0	55.2
9606.ENSP00000243253	lung	SEC61A1	c-15	ionocytes	378503.0	50.2
9606.ENSP00000243253	lung	SEC61A1	c-0	macrophages	1636431.0	33.0
9606.ENSP00000243253	lung	SEC61A1	c-9	endothelial cells	192094.0	31.2
9606.ENSP00000243253	lung	SEC61A1	c-4	granulocytes	326433.0	30.6
9606.ENSP00000243253	lung	SEC61A1	c-7	club cells	594656.0	30.3
9606.ENSP00000243253	lung	SEC61A1	c-3	t-cells	540980.0	27.7
9606.ENSP00000243253	lung	SEC61A1	c-14	smooth muscle cells	862691.0	17.4
9606.ENSP00000243253	lung	SEC61A1	c-8	respiratory ciliated cells	474551.0	16.9
9606.ENSP00000243253	placenta	SEC61A1	c-3	fibroblasts	12067088.0	125.8
9606.ENSP00000243253	placenta	SEC61A1	c-1	extravillous trophoblasts	57277027.0	103.9
9606.ENSP00000243253	placenta	SEC61A1	c-10	syncytiotrophoblasts	12568358.0	93.5
9606.ENSP00000243253	placenta	SEC61A1	c-17	endothelial cells	1521168.0	72.3
9606.ENSP00000243253	placenta	SEC61A1	c-2	cytotrophoblasts	22258373.0	67.8
9606.ENSP00000243253	placenta	SEC61A1	c-9	hofbauer cells	14611761.0	62.0
9606.ENSP00000243253	mouth					
9606.ENSP00000243253	skin	SEC61A1	c-3	fibroblasts	4483483.0	65.4
9606.ENSP00000243253	skin	SEC61A1	c-10	smooth muscle cells	874801.0	38.9
9606.ENSP00000243253	skin	SEC61A1	c-11	endothelial cells	1344785.0	37.9
9606.ENSP00000243253	skin	SEC61A1	c-13	melanocytes	558734.0	34.0
9606.ENSP00000243253	skin	SEC61A1	c-5	basal keratinocytes	9562322.0	29.0
9606.ENSP00000243253	skin	SEC61A1	c-12	langerhans cells	788770.0	26.6
9606.ENSP00000243253	skin	SEC61A1	c-6	suprabasal keratinocytes	9007898.0	20.8
9606.ENSP00000243253	skin	SEC61A1	c-7	t-cells	2726851.0	16.9
9606.ENSP00000243253	urogenital system					
9606.ENSP00000244007	brain	PLCG1	c-35	astrocytes	1538564.0	137.8
9606.ENSP00000244007	brain	PLCG1	c-43	microglial cells	390440.0	46.1
9606.ENSP00000244007	brain	PLCG1	c-12	oligodendrocytes	8026745.0	23.7
9606.ENSP00000244007	brain	PLCG1	c-42	oligodendrocyte precursor cells	1265946.0	20.5
9606.ENSP00000244007	brain	PLCG1	c-44	excitatory neurons	1529825.0	20.3
9606.ENSP00000244007	brain	PLCG1	c-14	inhibitory neurons	23790383.0	17.1
9606.ENSP00000244040	brain	RAB22A	c-43	microglial cells	390440.0	97.3
9606.ENSP00000244040	brain	RAB22A	c-35	astrocytes	1538564.0	50.0
9606.ENSP00000244040	brain	RAB22A	c-2	excitatory neurons	74197620.0	48.3
9606.ENSP00000244040	brain	RAB22A	c-12	oligodendrocytes	8026745.0	46.1
9606.ENSP00000244040	brain	RAB22A	c-38	inhibitory neurons	6521624.0	44.8
9606.ENSP00000244040	brain	RAB22A	c-42	oligodendrocyte precursor cells	1265946.0	38.7
9606.ENSP00000244061	brain	RNF114	c-43	microglial cells	390440.0	74.3
9606.ENSP00000244061	brain	RNF114	c-25	inhibitory neurons	11671127.0	45.3
9606.ENSP00000244061	brain	RNF114	c-12	oligodendrocytes	8026745.0	38.0
9606.ENSP00000244061	brain	RNF114	c-32	excitatory neurons	18968145.0	36.3
9606.ENSP00000244061	brain	RNF114	c-35	astrocytes	1538564.0	26.6
9606.ENSP00000244061	brain	RNF114	c-42	oligodendrocyte precursor cells	1265946.0	16.6
9606.ENSP00000244061	gastrointestinal tract					
9606.ENSP00000244061	lung	RNF114	c-8	club cells	4397763.0	296.5
9606.ENSP00000244061	lung	RNF114	c-1	respiratory ciliated cells	8320942.0	144.3
9606.ENSP00000244061	lung	RNF114	c-11	basal respiratory cells	2988336.0	142.9
9606.ENSP00000244061	lung	RNF114	c-10	alveolar cells type 1	181256.0	82.8
9606.ENSP00000244061	lung	RNF114	c-6	alveolar cells type 2	288663.0	79.7
9606.ENSP00000244061	lung	RNF114	c-3	t-cells	540980.0	59.2
9606.ENSP00000244061	lung	RNF114	c-15	ionocytes	378503.0	55.5
9606.ENSP00000244061	lung	RNF114	c-4	granulocytes	326433.0	55.1
9606.ENSP00000244061	lung	RNF114	c-2	macrophages	757374.0	52.8
9606.ENSP00000244061	lung	RNF114	c-8	respiratory ciliated cells	474551.0	50.6
9606.ENSP00000244061	lung	RNF114	c-7	club cells	594656.0	42.0
9606.ENSP00000244061	lung	RNF114	c-5	fibroblasts	738761.0	42.0
9606.ENSP00000244061	lung	RNF114	c-9	endothelial cells	192094.0	36.4
9606.ENSP00000244061	lung	RNF114	c-14	smooth muscle cells	862691.0	26.7
9606.ENSP00000244061	urogenital system					
9606.ENSP00000244289	brain	LIPE	c-37	oligodendrocytes	2228281.0	70.0
9606.ENSP00000244289	brain	LIPE	c-44	excitatory neurons	1529825.0	21.6
9606.ENSP00000244289	brain	LIPE	c-28	inhibitory neurons	13256287.0	13.6
9606.ENSP00000244289	brain	LIPE	c-43	microglial cells	390440.0	12.8
9606.ENSP00000244289	brain	LIPE	c-42	oligodendrocyte precursor cells	1265946.0	9.5
9606.ENSP00000244289	brain	LIPE	c-35	astrocytes	1538564.0	8.4
9606.ENSP00000244333	urogenital system					
9606.ENSP00000245157	brain	BBS2	c-35	astrocytes	1538564.0	287.3
9606.ENSP00000245157	brain	BBS2	c-37	oligodendrocytes	2228281.0	166.5
9606.ENSP00000245157	brain	BBS2	c-42	oligodendrocyte precursor cells	1265946.0	112.2
9606.ENSP00000245157	brain	BBS2	c-44	excitatory neurons	1529825.0	107.9
9606.ENSP00000245157	brain	BBS2	c-43	microglial cells	390440.0	71.7
9606.ENSP00000245157	brain	BBS2	c-6	inhibitory neurons	36725974.0	61.2
9606.ENSP00000245206	brain	GOT2	c-30	inhibitory neurons	15212132.0	50.2
9606.ENSP00000245206	brain	GOT2	c-13	excitatory neurons	32299866.0	43.5
9606.ENSP00000245206	brain	GOT2	c-37	oligodendrocytes	2228281.0	26.0
9606.ENSP00000245206	brain	GOT2	c-35	astrocytes	1538564.0	23.4
9606.ENSP00000245206	brain	GOT2	c-42	oligodendrocyte precursor cells	1265946.0	18.2
9606.ENSP00000245206	brain	GOT2	c-43	microglial cells	390440.0	15.4
9606.ENSP00000245206	eye	GOT2	c-11	cone photoreceptor cells	181322.0	204.1
9606.ENSP00000245206	eye	GOT2	c-3	rod photoreceptor cells	2023533.0	105.8
9606.ENSP00000245206	eye	GOT2	c-9	bipolar cells	1134365.0	105.8
9606.ENSP00000245206	eye	GOT2	c-12	horizontal cells	223503.0	53.7
9606.ENSP00000245206	eye	GOT2	c-7	muller glia cells	3614296.0	27.4
9606.ENSP00000245206	eye	GOT2	c-13	endothelial cells	747331.0	21.4
9606.ENSP00000245206	gastrointestinal tract					
9606.ENSP00000245206	heart	GOT2	c-3	cardiomyocytes	85362196.0	183.7
9606.ENSP00000245206	heart	GOT2	c-7	smooth muscle cells	17106114.0	82.3
9606.ENSP00000245206	heart	GOT2	c-9	fibroblasts	17544967.0	75.3
9606.ENSP00000245206	heart	GOT2	c-5	endothelial cells	21521186.0	64.1
9606.ENSP00000245206	heart	GOT2	c-6	mixed immune cells	9544156.0	57.8
9606.ENSP00000245206	heart	GOT2	c-3	cardiomyocytes	85362196.0	183.7
9606.ENSP00000245206	heart	GOT2	c-7	smooth muscle cells	17106114.0	82.3
9606.ENSP00000245206	heart	GOT2	c-9	fibroblasts	17544967.0	75.3
9606.ENSP00000245206	heart	GOT2	c-5	endothelial cells	21521186.0	64.1
9606.ENSP00000245206	heart	GOT2	c-6	mixed immune cells	9544156.0	57.8
9606.ENSP00000245206	heart	GOT2	c-3	cardiomyocytes	85362196.0	183.7
9606.ENSP00000245206	heart	GOT2	c-7	smooth muscle cells	17106114.0	82.3
9606.ENSP00000245206	heart	GOT2	c-9	fibroblasts	17544967.0	75.3
9606.ENSP00000245206	heart	GOT2	c-5	endothelial cells	21521186.0	64.1
9606.ENSP00000245206	heart	GOT2	c-6	mixed immune cells	9544156.0	57.8
9606.ENSP00000245206	intestine	GOT2	c-13	undifferentiated cells	175867.0	102.4
9606.ENSP00000245206	intestine	GOT2	c-5	distal enterocytes	995778.0	91.4
9606.ENSP00000245206	intestine	GOT2	c-8	undifferentiated cells	2860965.0	57.3
9606.ENSP00000245206	intestine	GOT2	c-7	undifferentiated cells	4952009.0	46.6
9606.ENSP00000245206	intestine	GOT2	c-9	distal enterocytes	3572261.0	43.4
9606.ENSP00000245206	intestine	GOT2	c-11	enteroendocrine cells	348970.0	40.1
9606.ENSP00000245206	intestine	GOT2	c-9	intestinal goblet cells	2031351.0	35.9
9606.ENSP00000245206	intestine	GOT2	c-4	intestinal goblet cells	8061340.0	31.5
9606.ENSP00000245206	intestine	GOT2	c-1	intestinal goblet cells	1438754.0	30.6
9606.ENSP00000245206	intestine	GOT2	c-6	proximal enterocytes	2251272.0	27.5
9606.ENSP00000245206	intestine	GOT2	c-3	t-cells	1281402.0	25.8
9606.ENSP00000245206	intestine	GOT2	c-2	paneth cells	5929594.0	23.8
9606.ENSP00000245206	intestine	GOT2	c-15	granulocytes	49461.0	20.2
9606.ENSP00000245206	intestine	GOT2	c-12	b-cells	370114.0	13.5
9606.ENSP00000245206	intestine	GOT2	c-14	enteroendocrine cells	157206.0	12.7
9606.ENSP00000245206	intestine	GOT2	c-11	paneth cells	342270.0	5.8
9606.ENSP00000245206	intestine	GOT2	c-11	paneth cells	329372.0	3.0
9606.ENSP00000245206	kidney	GOT2	c-12	collecting duct cells	369870.0	54.1
9606.ENSP00000245206	kidney	GOT2	c-11	distal tubular cells	549908.0	52.7
9606.ENSP00000245206	kidney	GOT2	c-5	proximal tubular cells	3408183.0	46.4
9606.ENSP00000245206	kidney	GOT2	c-13	b-cells	240783.0	20.8
9606.ENSP00000245206	kidney	GOT2	c-7	t-cells	1734364.0	19.0
9606.ENSP00000245206	kidney	GOT2	c-9	macrophages	1789589.0	12.9
9606.ENSP00000245206	liver	GOT2	c-7	hepatocytes	3286610.0	89.5
9606.ENSP00000245206	liver	GOT2	c-6	b-cells	3450795.0	35.6
9606.ENSP00000245206	liver	GOT2	c-14	cholangiocytes	598450.0	26.7
9606.ENSP00000245206	liver	GOT2	c-12	endothelial cells	983671.0	26.4
9606.ENSP00000245206	liver	GOT2	c-4	hepatic stellate cells	2530769.0	25.7
9606.ENSP00000245206	liver	GOT2	c-15	t-cells	707627.0	22.6
9606.ENSP00000245206	liver	GOT2	c-9	kupffer cells	1347380.0	14.8
9606.ENSP00000245206	liver	GOT2	c-16	erythroid cells	636896.0	11.0
9606.ENSP00000245206	liver	GOT2	c-7	hepatocytes	3286610.0	89.5
9606.ENSP00000245206	liver	GOT2	c-6	b-cells	3450795.0	35.6
9606.ENSP00000245206	liver	GOT2	c-14	cholangiocytes	598450.0	26.7
9606.ENSP00000245206	liver	GOT2	c-12	endothelial cells	983671.0	26.4
9606.ENSP00000245206	liver	GOT2	c-4	hepatic stellate cells	2530769.0	25.7
9606.ENSP00000245206	liver	GOT2	c-15	t-cells	707627.0	22.6
9606.ENSP00000245206	liver	GOT2	c-9	kupffer cells	1347380.0	14.8
9606.ENSP00000245206	liver	GOT2	c-16	erythroid cells	636896.0	11.0
9606.ENSP00000245206	lung	GOT2	c-4	basal respiratory cells	4103517.0	45.8
9606.ENSP00000245206	lung	GOT2	c-5	club cells	5520866.0	34.6
9606.ENSP00000245206	lung	GOT2	c-15	ionocytes	378503.0	34.3
9606.ENSP00000245206	lung	GOT2	c-0	macrophages	1636431.0	26.9
9606.ENSP00000245206	lung	GOT2	c-4	granulocytes	326433.0	24.5
9606.ENSP00000245206	lung	GOT2	c-10	respiratory ciliated cells	3091119.0	23.0
9606.ENSP00000245206	lung	GOT2	c-1	alveolar cells type 2	1202921.0	22.4
9606.ENSP00000245206	lung	GOT2	c-7	club cells	594656.0	21.9
9606.ENSP00000245206	lung	GOT2	c-8	respiratory ciliated cells	474551.0	21.1
9606.ENSP00000245206	lung	GOT2	c-5	fibroblasts	738761.0	19.0
9606.ENSP00000245206	lung	GOT2	c-3	t-cells	540980.0	16.6
9606.ENSP00000245206	lung	GOT2	c-10	alveolar cells type 1	181256.0	16.6
9606.ENSP00000245206	lung	GOT2	c-9	endothelial cells	192094.0	15.6
9606.ENSP00000245206	lung	GOT2	c-13	smooth muscle cells	1075720.0	11.2
9606.ENSP00000245206	muscle					
9606.ENSP00000245206	placenta	GOT2	c-13	cytotrophoblasts	7976052.0	47.6
9606.ENSP00000245206	placenta	GOT2	c-12	extravillous trophoblasts	24674055.0	46.6
9606.ENSP00000245206	placenta	GOT2	c-16	fibroblasts	4848828.0	43.9
9606.ENSP00000245206	placenta	GOT2	c-17	endothelial cells	1521168.0	39.4
9606.ENSP00000245206	placenta	GOT2	c-4	hofbauer cells	18457991.0	32.2
9606.ENSP00000245206	placenta	GOT2	c-10	syncytiotrophoblasts	12568358.0	17.3
9606.ENSP00000245206	skin	GOT2	c-5	basal keratinocytes	9562322.0	25.1
9606.ENSP00000245206	skin	GOT2	c-13	melanocytes	558734.0	25.1
9606.ENSP00000245206	skin	GOT2	c-6	suprabasal keratinocytes	9007898.0	21.1
9606.ENSP00000245206	skin	GOT2	c-4	endothelial cells	6948365.0	16.1
9606.ENSP00000245206	skin	GOT2	c-2	fibroblasts	4675092.0	15.6
9606.ENSP00000245206	skin	GOT2	c-12	langerhans cells	788770.0	13.9
9606.ENSP00000245206	skin	GOT2	c-7	t-cells	2726851.0	9.9
9606.ENSP00000245206	skin	GOT2	c-8	smooth muscle cells	2204649.0	7.7
9606.ENSP00000245206	urogenital system					
9606.ENSP00000245304	brain	RAP2A	c-1	excitatory neurons	89318658.0	145.4
9606.ENSP00000245304	brain	RAP2A	c-43	microglial cells	390440.0	135.7
9606.ENSP00000245304	brain	RAP2A	c-42	oligodendrocyte precursor cells	1265946.0	85.3
9606.ENSP00000245304	brain	RAP2A	c-37	oligodendrocytes	2228281.0	66.9
9606.ENSP00000245304	brain	RAP2A	c-25	inhibitory neurons	11671127.0	59.5
9606.ENSP00000245304	brain	RAP2A	c-35	astrocytes	1538564.0	34.4
9606.ENSP00000245323	brain	EFNB2	c-43	microglial cells	390440.0	133.2
9606.ENSP00000245323	brain	EFNB2	c-4	excitatory neurons	94683635.0	113.4
9606.ENSP00000245323	brain	EFNB2	c-21	inhibitory neurons	20255965.0	91.7
9606.ENSP00000245323	brain	EFNB2	c-35	astrocytes	1538564.0	77.3
9606.ENSP00000245323	brain	EFNB2	c-12	oligodendrocytes	8026745.0	21.9
9606.ENSP00000245323	brain	EFNB2	c-42	oligodendrocyte precursor cells	1265946.0	5.5
9606.ENSP00000245407	skin	SLC22A5	c-5	basal keratinocytes	9562322.0	6.0
9606.ENSP00000245407	skin	SLC22A5	c-9	fibroblasts	1766992.0	5.7
9606.ENSP00000245407	skin	SLC22A5	c-13	melanocytes	558734.0	5.4
9606.ENSP00000245407	skin	SLC22A5	c-6	suprabasal keratinocytes	9007898.0	4.4
9606.ENSP00000245407	skin	SLC22A5	c-4	endothelial cells	6948365.0	3.7
9606.ENSP00000245407	skin	SLC22A5	c-7	t-cells	2726851.0	2.6
9606.ENSP00000245407	skin	SLC22A5	c-10	smooth muscle cells	874801.0	2.3
9606.ENSP00000245407	skin	SLC22A5	c-0	langerhans cells	6478719.0	1.2
9606.ENSP00000245620	blood					
9606.ENSP00000245787	brain	INSIG2	c-43	microglial cells	390440.0	56.3
9606.ENSP00000245787	brain	INSIG2	c-3	excitatory neurons	79055080.0	49.8
9606.ENSP00000245787	brain	INSIG2	c-30	inhibitory neurons	15212132.0	44.1
9606.ENSP00000245787	brain	INSIG2	c-42	oligodendrocyte precursor cells	1265946.0	42.7
9606.ENSP00000245787	brain	INSIG2	c-35	astrocytes	1538564.0	34.4
9606.ENSP00000245787	brain	INSIG2	c-12	oligodendrocytes	8026745.0	29.5
9606.ENSP00000245907	bladder					
9606.ENSP00000245907	brain	C3	c-43	microglial cells	390440.0	192.1
9606.ENSP00000245907	brain	C3	c-44	excitatory neurons	1529825.0	2.0
9606.ENSP00000245907	brain	C3	c-35	astrocytes	1538564.0	1.3
9606.ENSP00000245907	brain	C3	c-28	inhibitory neurons	13256287.0	1.2
9606.ENSP00000245907	brain	C3	c-12	oligodendrocytes	8026745.0	0.9
9606.ENSP00000245907	brain	C3	c-42	oligodendrocyte precursor cells	1265946.0	0.8
9606.ENSP00000245907	gastrointestinal tract					
9606.ENSP00000245907	gastrointestinal tract					
9606.ENSP00000245907	heart	C3	c-9	fibroblasts	17544967.0	521.2
9606.ENSP00000245907	heart	C3	c-6	mixed immune cells	9544156.0	70.8
9606.ENSP00000245907	heart	C3	c-2	endothelial cells	16960030.0	33.8
9606.ENSP00000245907	heart	C3	c-7	smooth muscle cells	17106114.0	26.6
9606.ENSP00000245907	heart	C3	c-8	cardiomyocytes	9586739.0	17.0
9606.ENSP00000245907	intestine	C3	c-5	proximal enterocytes	3033676.0	4.3
9606.ENSP00000245907	intestine	C3	c-10	intestinal goblet cells	482730.0	4.1
9606.ENSP00000245907	intestine	C3	c-3	t-cells	1281402.0	1.6
9606.ENSP00000245907	intestine	C3	c-6	distal enterocytes	856747.0	1.2
9606.ENSP00000245907	intestine	C3	c-10	intestinal goblet cells	1688187.0	1.2
9606.ENSP00000245907	intestine	C3	c-8	undifferentiated cells	927497.0	1.1
9606.ENSP00000245907	intestine	C3	c-7	undifferentiated cells	6005923.0	0.7
9606.ENSP00000245907	intestine	C3	c-2	paneth cells	5929594.0	0.5
9606.ENSP00000245907	intestine	C3	c-3	undifferentiated cells	13088246.0	0.5
9606.ENSP00000245907	intestine	C3	c-9	distal enterocytes	3572261.0	0.3
9606.ENSP00000245907	liver	C3	c-11	hepatocytes	3556393.0	3639.4
9606.ENSP00000245907	liver	C3	c-14	cholangiocytes	598450.0	915.7
9606.ENSP00000245907	liver	C3	c-13	b-cells	339171.0	200.5
9606.ENSP00000245907	liver	C3	c-10	t-cells	809515.0	160.6
9606.ENSP00000245907	liver	C3	c-4	hepatic stellate cells	2530769.0	138.3
9606.ENSP00000245907	liver	C3	c-3	kupffer cells	3560013.0	130.1
9606.ENSP00000245907	liver	C3	c-16	erythroid cells	636896.0	122.5
9606.ENSP00000245907	liver	C3	c-12	endothelial cells	983671.0	95.6
9606.ENSP00000245907	liver	C3	c-11	hepatocytes	3556393.0	3639.4
9606.ENSP00000245907	liver	C3	c-14	cholangiocytes	598450.0	915.7
9606.ENSP00000245907	liver	C3	c-13	b-cells	339171.0	200.5
9606.ENSP00000245907	liver	C3	c-10	t-cells	809515.0	160.6
9606.ENSP00000245907	liver	C3	c-4	hepatic stellate cells	2530769.0	138.3
9606.ENSP00000245907	liver	C3	c-3	kupffer cells	3560013.0	130.1
9606.ENSP00000245907	liver	C3	c-16	erythroid cells	636896.0	122.5
9606.ENSP00000245907	liver	C3	c-12	endothelial cells	983671.0	95.6
9606.ENSP00000245907	liver	C3	c-11	hepatocytes	3556393.0	3639.4
9606.ENSP00000245907	liver	C3	c-14	cholangiocytes	598450.0	915.7
9606.ENSP00000245907	liver	C3	c-13	b-cells	339171.0	200.5
9606.ENSP00000245907	liver	C3	c-10	t-cells	809515.0	160.6
9606.ENSP00000245907	liver	C3	c-4	hepatic stellate cells	2530769.0	138.3
9606.ENSP00000245907	liver	C3	c-3	kupffer cells	3560013.0	130.1
9606.ENSP00000245907	liver	C3	c-16	erythroid cells	636896.0	122.5
9606.ENSP00000245907	liver	C3	c-12	endothelial cells	983671.0	95.6
9606.ENSP00000245907	liver	C3	c-11	hepatocytes	3556393.0	3639.4
9606.ENSP00000245907	liver	C3	c-14	cholangiocytes	598450.0	915.7
9606.ENSP00000245907	liver	C3	c-13	b-cells	339171.0	200.5
9606.ENSP00000245907	liver	C3	c-10	t-cells	809515.0	160.6
9606.ENSP00000245907	liver	C3	c-4	hepatic stellate cells	2530769.0	138.3
9606.ENSP00000245907	liver	C3	c-3	kupffer cells	3560013.0	130.1
9606.ENSP00000245907	liver	C3	c-16	erythroid cells	636896.0	122.5
9606.ENSP00000245907	liver	C3	c-12	endothelial cells	983671.0	95.6
9606.ENSP00000245907	lung	C3	c-2	club cells	14107300.0	1418.6
9606.ENSP00000245907	lung	C3	c-10	respiratory ciliated cells	3091119.0	620.5
9606.ENSP00000245907	lung	C3	c-1	alveolar cells type 2	1202921.0	609.4
9606.ENSP00000245907	lung	C3	c-5	fibroblasts	738761.0	601.0
9606.ENSP00000245907	lung	C3	c-14	smooth muscle cells	862691.0	206.3
9606.ENSP00000245907	lung	C3	c-4	basal respiratory cells	4103517.0	189.6
9606.ENSP00000245907	lung	C3	c-10	alveolar cells type 1	181256.0	132.4
9606.ENSP00000245907	lung	C3	c-7	club cells	594656.0	124.4
9606.ENSP00000245907	lung	C3	c-8	respiratory ciliated cells	474551.0	46.4
9606.ENSP00000245907	lung	C3	c-2	macrophages	757374.0	31.7
9606.ENSP00000245907	lung	C3	c-3	t-cells	540980.0	31.4
9606.ENSP00000245907	lung	C3	c-15	ionocytes	378503.0	26.4
